"taxon"	"projection"	"kingdom"	"phylum"	"class"	"order"	"family"	"PC1"	"PC2"	"PC3"	"PC4"	"PC5"	"PC6"	"PC7"	"PC8"
"Bacteria||Gemmatimonadota||NA||NA||NA"	"sasia_adults"	"Bacteria"	"Gemmatimonadota"	NA	NA	NA	2.90978429031096e-05	-1.05033942417806e-05	0.00013565882405695	8.98311589168095e-06	-0.00011833974250642	0.000225678721670082	-0.000549478510151991	-0.000512540271360458
"Bacteria||Gemmatimonadota||PAUC43f marine benthic group||Incertae Sedis||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Gemmatimonadota"	"PAUC43f marine benthic group"	"Incertae Sedis"	"Incertae Sedis"	0	0	0	0	0	0	0	0
"Bacteria||Gemmatimonadota||S0134 terrestrial group||Incertae Sedis||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Gemmatimonadota"	"S0134 terrestrial group"	"Incertae Sedis"	"Incertae Sedis"	-2.56318297027342e-05	0.00135284539013542	0.000621125891355004	0.000865518679053103	-0.000424794676771439	0.00100678721675585	-0.00196265656184819	-0.00137702225784884
"Bacteria||Halanaerobiaeota||Halanaerobiia||Halanaerobiales||Halanaerobiaceae"	"sasia_adults"	"Bacteria"	"Halanaerobiaeota"	"Halanaerobiia"	"Halanaerobiales"	"Halanaerobiaceae"	-0.000329720390366389	0.00160579785179534	-0.000323130969365936	-0.00022319455392219	-0.000329452248941608	0.000181569545980297	-0.000596448412757623	-0.00064163552378673
"Bacteria||Halanaerobiaeota||Halanaerobiia||Halanaerobiales||Halobacteroidaceae"	"sasia_adults"	"Bacteria"	"Halanaerobiaeota"	"Halanaerobiia"	"Halanaerobiales"	"Halobacteroidaceae"	0	0	0	0	0	0	0	0
"Bacteria||Halanaerobiaeota||Halanaerobiia||Halanaerobiales||NA"	"sasia_adults"	"Bacteria"	"Halanaerobiaeota"	"Halanaerobiia"	"Halanaerobiales"	NA	0	0	0	0	0	0	0	0
"Bacteria||Hydrogenedentes||Hydrogenedentia||Hydrogenedentiales||Hydrogenedensaceae"	"sasia_adults"	"Bacteria"	"Hydrogenedentes"	"Hydrogenedentia"	"Hydrogenedentiales"	"Hydrogenedensaceae"	-0.000108410438161702	0.000646563372325962	0.000379138492197613	-0.000255366282237875	0.0004408432869367	0.00111830944649569	0.00110367726890632	-7.83685304797409e-05
"Bacteria||Hydrothermae||Incertae Sedis||Incertae Sedis||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Hydrothermae"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"	-7.14311236774771e-05	0.000136947878896345	0.000280764790779617	-0.000648524844881686	0.000155919631169666	8.36063810879233e-05	-0.000562946655425391	-0.000896442901228265
"Bacteria||Ignavibacteriota||Ignavibacteria||Ignavibacteriales||BSN166"	"sasia_adults"	"Bacteria"	"Ignavibacteriota"	"Ignavibacteria"	"Ignavibacteriales"	"BSN166"	0	0	0	0	0	0	0	0
"Bacteria||Ignavibacteriota||Ignavibacteria||Ignavibacteriales||BSV40"	"sasia_adults"	"Bacteria"	"Ignavibacteriota"	"Ignavibacteria"	"Ignavibacteriales"	"BSV40"	0	0	0	0	0	0	0	0
"Bacteria||Ignavibacteriota||Ignavibacteria||Ignavibacteriales||Ignavibacteriaceae"	"sasia_adults"	"Bacteria"	"Ignavibacteriota"	"Ignavibacteria"	"Ignavibacteriales"	"Ignavibacteriaceae"	-8.48637890291724e-05	0.00100318144172501	8.3854278481116e-05	0.000264823926614628	0.000189793555425158	0.000449714242264951	-0.000146735999008831	-0.000331860773556899
"Bacteria||Ignavibacteriota||Ignavibacteria||Ignavibacteriales||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Ignavibacteriota"	"Ignavibacteria"	"Ignavibacteriales"	"Incertae Sedis"	0	0	0	0	0	0	0	0
"Bacteria||Ignavibacteriota||Ignavibacteria||Ignavibacteriales||LD-RB-34"	"sasia_adults"	"Bacteria"	"Ignavibacteriota"	"Ignavibacteria"	"Ignavibacteriales"	"LD-RB-34"	0	0	0	0	0	0	0	0
"Bacteria||Ignavibacteriota||Ignavibacteria||Ignavibacteriales||Melioribacteraceae"	"sasia_adults"	"Bacteria"	"Ignavibacteriota"	"Ignavibacteria"	"Ignavibacteriales"	"Melioribacteraceae"	0	0	0	0	0	0	0	0
"Bacteria||Ignavibacteriota||Ignavibacteria||Ignavibacteriales||NA"	"sasia_adults"	"Bacteria"	"Ignavibacteriota"	"Ignavibacteria"	"Ignavibacteriales"	NA	0	0	0	0	0	0	0	0
"Bacteria||Ignavibacteriota||Ignavibacteria||Ignavibacteriales||PHOS-HE36"	"sasia_adults"	"Bacteria"	"Ignavibacteriota"	"Ignavibacteria"	"Ignavibacteriales"	"PHOS-HE36"	-7.95764341864196e-05	0.0011621090883818	0.000853739934474935	-4.91702237603671e-05	0.000526421319440525	0.000688535694876206	1.3356105732567e-05	-0.00154439601136326
"Bacteria||Ignavibacteriota||Ignavibacteria||Ignavibacteriales||SM1H02"	"sasia_adults"	"Bacteria"	"Ignavibacteriota"	"Ignavibacteria"	"Ignavibacteriales"	"SM1H02"	0	0	0	0	0	0	0	0
"Bacteria||Ignavibacteriota||Ignavibacteria||Ignavibacteriales||SR-FBR-L83"	"sasia_adults"	"Bacteria"	"Ignavibacteriota"	"Ignavibacteria"	"Ignavibacteriales"	"SR-FBR-L83"	0	0	0	0	0	0	0	0
"Bacteria||Ignavibacteriota||Ignavibacteria||Ignavibacteriales||UA-50"	"sasia_adults"	"Bacteria"	"Ignavibacteriota"	"Ignavibacteria"	"Ignavibacteriales"	"UA-50"	0	0	0	0	0	0	0	0
"Bacteria||Incertae Sedis||Incertae Sedis||Incertae Sedis||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"	0	0	0	0	0	0	0	0
"Bacteria||Incertae Sedis||Incertae Sedis||SJA-28||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Incertae Sedis"	"Incertae Sedis"	"SJA-28"	"Incertae Sedis"	-0.000227989689506204	0.00332344489189324	8.18287691525147e-05	-0.000479087366193254	0.00100010601982718	0.000185399002598101	0.00248747872300064	-0.00131989003348857
"Bacteria||LCP-89||Incertae Sedis||Incertae Sedis||Incertae Sedis"	"sasia_adults"	"Bacteria"	"LCP-89"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"	0	0	0	0	0	0	0	0
"Bacteria||Latescibacterota||Incertae Sedis||Incertae Sedis||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Latescibacterota"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"	-4.61433591331583e-05	0.00270257098018283	0.000347827662467485	0.000361966568163507	0.00086205753794168	0.0017870200359539	-0.000319165594832447	-0.00232539903335845
"Bacteria||Latescibacterota||Latescibacteria||Latescibacterales||Latescibacteraceae"	"sasia_adults"	"Bacteria"	"Latescibacterota"	"Latescibacteria"	"Latescibacterales"	"Latescibacteraceae"	0	0	0	0	0	0	0	0
"Bacteria||Latescibacterota||NA||NA||NA"	"sasia_adults"	"Bacteria"	"Latescibacterota"	NA	NA	NA	0	0	0	0	0	0	0	0
"Bacteria||MBNT15||Incertae Sedis||Incertae Sedis||Incertae Sedis"	"sasia_adults"	"Bacteria"	"MBNT15"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"	-0.000159957806624774	0.000753834054528761	0.000267181615255554	2.08717506840809e-05	-6.21145324491259e-05	0.000250552113270738	-0.000575882033255009	-0.000675773078930984
"Bacteria||Margulisbacteria||Incertae Sedis||Incertae Sedis||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Margulisbacteria"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"	0	0	0	0	0	0	0	0
"Bacteria||Marinimicrobia (SAR406 clade)||Incertae Sedis||Incertae Sedis||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Marinimicrobia (SAR406 clade)"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"	-8.65146820430293e-05	0.000351100073226003	0.000132477690942545	0.00016884257905324	-3.56615770684051e-05	0.000390551818528559	-0.000242252791675833	1.01243643460474e-05
"Bacteria||Methylomirabilota||Methylomirabilia||Methylomirabilales||Methylomirabilaceae"	"sasia_adults"	"Bacteria"	"Methylomirabilota"	"Methylomirabilia"	"Methylomirabilales"	"Methylomirabilaceae"	1.94073466845824e-05	0.000500430225810235	0.000434332639722512	0.00052856147794801	5.43308800702408e-06	-9.65242775434247e-05	-0.000482520680242451	-0.000273566173954254
"Bacteria||Methylomirabilota||Methylomirabilia||Rokubacteriales||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Methylomirabilota"	"Methylomirabilia"	"Rokubacteriales"	"Incertae Sedis"	-0.000556184482489076	0.00352467970508166	0.00141681926963712	-0.000677699405683457	0.000815606244044262	0.00328721027698046	-0.00188487550920916	-0.00336129651536326
"Bacteria||Methylomirabilota||Methylomirabilia||Rokubacteriales||WX65"	"sasia_adults"	"Bacteria"	"Methylomirabilota"	"Methylomirabilia"	"Rokubacteriales"	"WX65"	-7.28176122638534e-05	0.000803524889699156	0.000160739333623683	-1.94324405690482e-05	-7.88472984099167e-05	0.000963417977314765	-0.00205789772378868	-0.00139753080732562
"Bacteria||Modulibacteria||Moduliflexia||Moduliflexales||Moduliflexaceae"	"sasia_adults"	"Bacteria"	"Modulibacteria"	"Moduliflexia"	"Moduliflexales"	"Moduliflexaceae"	0	0	0	0	0	0	0	0
"Bacteria||Myxococcota||Myxococcia||Myxococcales||27F-1492R"	"sasia_adults"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"27F-1492R"	0	0	0	0	0	0	0	0
"Bacteria||Myxococcota||Myxococcia||Myxococcales||Anaeromyxobacteraceae"	"sasia_adults"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Anaeromyxobacteraceae"	-0.000265386917981747	0.00187146452033691	0.00174507770968389	-0.00182244446014199	0.00148247062720218	0.00100789735000935	0.00249684830360814	-0.000968870339764407
"Bacteria||Myxococcota||Myxococcia||Myxococcales||Myxococcaceae"	"sasia_adults"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Myxococcaceae"	-0.000778648573889648	0.00711245140322831	0.00299561591158412	-0.00265208821712543	0.00427681837845712	0.00393555023288905	0.00152634338556913	-0.00749753485095559
"Bacteria||Myxococcota||Myxococcia||Myxococcales||NA"	"sasia_adults"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	NA	0	0	0	0	0	0	0	0
"Bacteria||Myxococcota||Myxococcia||Myxococcales||Vulgatibacteraceae"	"sasia_adults"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Vulgatibacteraceae"	0	0	0	0	0	0	0	0
"Bacteria||Myxococcota||NA||NA||NA"	"sasia_adults"	"Bacteria"	"Myxococcota"	NA	NA	NA	2.69237323657033e-06	0.000283713849260333	0.000257995711520294	0.000158816558794442	0.00013364470274568	0.000385244314599488	-0.000976523846983283	-0.00039592221049231
"Bacteria||Myxococcota||Polyangiia||Blfdi19||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Blfdi19"	"Incertae Sedis"	-0.000424058799584046	0.00398789725605169	0.000828068960439344	-0.00333611808773569	0.00223218503619232	0.00159909016854481	0.00115579973978728	-0.00319500936435609
"Bacteria||Myxococcota||Polyangiia||FFCH16767||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Myxococcota"	"Polyangiia"	"FFCH16767"	"Incertae Sedis"	0	0	0	0	0	0	0	0
"Bacteria||Myxococcota||Polyangiia||Haliangiales||Haliangiaceae"	"sasia_adults"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Haliangiales"	"Haliangiaceae"	-0.000865350024656318	0.00679613136334079	0.000102597707018759	-0.00124177665724391	0.00209730647473748	0.00192444877884762	0.00172957398710775	-0.004817885765555
"Bacteria||Myxococcota||Polyangiia||Incertae Sedis||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Incertae Sedis"	"Incertae Sedis"	0	0	0	0	0	0	0	0
"Bacteria||Myxococcota||Polyangiia||MSB-4B10||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Myxococcota"	"Polyangiia"	"MSB-4B10"	"Incertae Sedis"	-4.0744761063539e-05	0.000360007099699406	0.000282873607585952	0.000162929040012604	-7.97594147008499e-05	0.000202283075452198	-0.000103270296147681	-0.00023761746542907
"Bacteria||Myxococcota||Polyangiia||MidBa8||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Myxococcota"	"Polyangiia"	"MidBa8"	"Incertae Sedis"	0	0	0	0	0	0	0	0
"Bacteria||Myxococcota||Polyangiia||NA||NA"	"sasia_adults"	"Bacteria"	"Myxococcota"	"Polyangiia"	NA	NA	-5.9847329363541e-05	0.000646676709499631	0.000560219897648791	0.000363631410226008	5.51070772783574e-05	0.00049928089916188	-0.000494184122264782	-0.00041769454267149
"Bacteria||Myxococcota||Polyangiia||Nannocystales||Nannocystaceae"	"sasia_adults"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Nannocystales"	"Nannocystaceae"	-0.000317486539780044	0.000477812462921055	0.00132179445732571	-0.000793832828445632	0.000585693140197232	0.00105940368416993	0.000202531825861689	-0.000803639218242066
"Bacteria||Myxococcota||Polyangiia||PS-B29||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Myxococcota"	"Polyangiia"	"PS-B29"	"Incertae Sedis"	0	0	0	0	0	0	0	0
"Bacteria||Myxococcota||Polyangiia||Polyangiales||Amb-16S-1034"	"sasia_adults"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Amb-16S-1034"	0	0	0	0	0	0	0	0
"Bacteria||Myxococcota||Polyangiia||Polyangiales||BIrii41"	"sasia_adults"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"BIrii41"	-0.000686700551898487	0.00570536384916959	-0.00036191290638467	-0.00178243095358824	0.00264388398937859	0.00112855073464069	0.0024951927333563	-0.0043954685476646
"Bacteria||Myxococcota||Polyangiia||Polyangiales||Eel-36e1D6"	"sasia_adults"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Eel-36e1D6"	0	0	0	0	0	0	0	0
"Bacteria||Myxococcota||Polyangiia||Polyangiales||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Incertae Sedis"	0	0	0	0	0	0	0	0
"Bacteria||Myxococcota||Polyangiia||Polyangiales||NA"	"sasia_adults"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	NA	5.01811955994891e-05	0.000151406908113011	0.000198432678503704	0.000315563541758555	0.000278294491755908	2.36867818719614e-06	-0.000466588630858733	-0.000781220679118664
"Bacteria||Myxococcota||Polyangiia||Polyangiales||Phaselicystaceae"	"sasia_adults"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Phaselicystaceae"	-0.000427769213393823	0.00239728793643474	0.000487077777696822	-0.00170190105807067	0.00188213291988304	0.00100123651816029	0.00320539153110376	-0.00264674267452274
"Bacteria||Myxococcota||Polyangiia||Polyangiales||Polyangiaceae"	"sasia_adults"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	-0.00343711008147159	0.0165546818290329	0.0113359388242667	-0.0216836017112027	0.0133726045549268	0.0151894673744814	0.00596859834599191	-0.0197327152203863
"Bacteria||Myxococcota||Polyangiia||Polyangiales||Sandaracinaceae"	"sasia_adults"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Sandaracinaceae"	-0.000731559728756051	0.00368657532951731	0.00170371424821366	-0.00301774426787165	0.00204045399195137	0.00193016454261568	0.0018757667245576	-0.00663886089739201
"Bacteria||Myxococcota||Polyangiia||UASB-TL25||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Myxococcota"	"Polyangiia"	"UASB-TL25"	"Incertae Sedis"	0	0	0	0	0	0	0	0
"Bacteria||Myxococcota||Polyangiia||VHS-B3-70||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Myxococcota"	"Polyangiia"	"VHS-B3-70"	"Incertae Sedis"	0	0	0	0	0	0	0	0
"Bacteria||Myxococcota||Polyangiia||VHS-B4-70||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Myxococcota"	"Polyangiia"	"VHS-B4-70"	"Incertae Sedis"	0	0	0	0	0	0	0	0
"Bacteria||Myxococcota||Polyangiia||mle1-27||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Myxococcota"	"Polyangiia"	"mle1-27"	"Incertae Sedis"	-0.0012582916422148	0.00158936978627808	0.00225653766719598	-0.00426658134374425	0.00199761087916691	0.00286766414527056	-0.000749965754876771	-0.00235458876891596
"Bacteria||Myxococcota||bacteriap25||Incertae Sedis||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Myxococcota"	"bacteriap25"	"Incertae Sedis"	"Incertae Sedis"	-0.000290162600902703	0.00264987518196784	0.00086577562297098	-0.000764457994189017	0.000485881959032517	0.00316057749412441	-0.00165615537914887	-0.00179217110711559
"Bacteria||NA||NA||NA||NA"	"sasia_adults"	"Bacteria"	NA	NA	NA	NA	-0.0159409973949143	0.0153598693251537	0.017188568894758	-0.00707007888840978	0.0211728467628524	0.0241283394003949	0.0166388667477793	-0.0026946868138904
"Bacteria||NB1-j||Incertae Sedis||Incertae Sedis||Incertae Sedis"	"sasia_adults"	"Bacteria"	"NB1-j"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"	-0.000208294392913469	0.00254032804503274	0.00162844450421228	0.000529804678018255	0.000254998395950356	0.00209145043340208	-0.00413219256839604	-0.00306047522824781
"Bacteria||NKB15||Incertae Sedis||Incertae Sedis||Incertae Sedis"	"sasia_adults"	"Bacteria"	"NKB15"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"	0	0	0	0	0	0	0	0
"Bacteria||Nitrospinota||Nitrospinia||Nitrospinales||Nitrospinaceae"	"sasia_adults"	"Bacteria"	"Nitrospinota"	"Nitrospinia"	"Nitrospinales"	"Nitrospinaceae"	0	0	0	0	0	0	0	0
"Bacteria||Nitrospinota||P9X2b3D02||Incertae Sedis||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Nitrospinota"	"P9X2b3D02"	"Incertae Sedis"	"Incertae Sedis"	0	0	0	0	0	0	0	0
"Bacteria||Nitrospirota||4-29-1||Incertae Sedis||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Nitrospirota"	"4-29-1"	"Incertae Sedis"	"Incertae Sedis"	-5.23077811926584e-05	0.000159208823380136	0.000279914808883414	-0.000192879775946316	-0.000623432347372626	5.48430697019891e-05	0.000945951385638026	-0.000492747640282008
"Bacteria||Nitrospirota||BMS9AB35||Incertae Sedis||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Nitrospirota"	"BMS9AB35"	"Incertae Sedis"	"Incertae Sedis"	0	0	0	0	0	0	0	0
"Bacteria||Nitrospirota||HDB-SIOI1093||Incertae Sedis||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Nitrospirota"	"HDB-SIOI1093"	"Incertae Sedis"	"Incertae Sedis"	0	0	0	0	0	0	0	0
"Bacteria||Nitrospirota||Leptospirillia||Leptospirillales||Leptospirillaceae"	"sasia_adults"	"Bacteria"	"Nitrospirota"	"Leptospirillia"	"Leptospirillales"	"Leptospirillaceae"	-0.000216965473357615	0.000390563176797882	8.59061444186227e-05	-0.000297199709580765	-4.00482116439046e-05	-9.32044120643408e-06	-6.73826491335169e-06	-0.00015095260381048
"Bacteria||Nitrospirota||NA||NA||NA"	"sasia_adults"	"Bacteria"	"Nitrospirota"	NA	NA	NA	0	0	0	0	0	0	0	0
"Bacteria||Nitrospirota||Nitrospiria||Nitrospirales||Nitrospiraceae"	"sasia_adults"	"Bacteria"	"Nitrospirota"	"Nitrospiria"	"Nitrospirales"	"Nitrospiraceae"	-0.0015193513711542	0.00870450697997859	0.00568867219247265	-0.00566150866293712	0.00522925329180355	0.00684968876657514	-0.00600710936433161	-0.0124746961091778
"Bacteria||Nitrospirota||Thermodesulfovibrionia||Incertae Sedis||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Nitrospirota"	"Thermodesulfovibrionia"	"Incertae Sedis"	"Incertae Sedis"	-1.5334757449827e-06	0.00135986968597081	0.000663159066893771	-7.30170360109667e-05	4.56978090197166e-05	0.000732433845294679	0.00164127468124864	-0.000859592291331709
"Bacteria||Nitrospirota||Thermodesulfovibrionia||NA||NA"	"sasia_adults"	"Bacteria"	"Nitrospirota"	"Thermodesulfovibrionia"	NA	NA	0	0	0	0	0	0	0	0
"Bacteria||Nitrospirota||Thermodesulfovibrionia||Thermodesulfovibrionales||Thermodesulfovibrionaceae"	"sasia_adults"	"Bacteria"	"Nitrospirota"	"Thermodesulfovibrionia"	"Thermodesulfovibrionales"	"Thermodesulfovibrionaceae"	0	0	0	0	0	0	0	0
"Bacteria||PAUC34f||Incertae Sedis||Incertae Sedis||Incertae Sedis"	"sasia_adults"	"Bacteria"	"PAUC34f"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"	0	0	0	0	0	0	0	0
"Bacteria||Patescibacteria||ABY1||Candidatus Buchananbacteria||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Patescibacteria"	"ABY1"	"Candidatus Buchananbacteria"	"Incertae Sedis"	1.40380307357954e-05	0.000650220084612068	9.52813351371579e-05	4.959625144571e-05	-5.61855888307706e-05	1.50195704579236e-05	0.00135279311428952	0.000173936813624192
"Bacteria||Patescibacteria||ABY1||Candidatus Falkowbacteria||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Patescibacteria"	"ABY1"	"Candidatus Falkowbacteria"	"Incertae Sedis"	-8.96275796972845e-05	0.000669856454038183	-0.000178229974566003	-0.000440934927790329	0.000542146535774595	-3.55387657677469e-05	6.03815527818127e-05	-0.00141395750882173
"Bacteria||Patescibacteria||ABY1||Candidatus Kerfeldbacteria||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Patescibacteria"	"ABY1"	"Candidatus Kerfeldbacteria"	"Incertae Sedis"	-0.00017684657541188	0.00121755497689125	0.000417278590063848	8.40026382939743e-05	0.000221474061597919	0.000226899423003054	-0.000448960568122139	-0.00133411414378624
"Bacteria||Patescibacteria||ABY1||Candidatus Komeilibacteria||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Patescibacteria"	"ABY1"	"Candidatus Komeilibacteria"	"Incertae Sedis"	-8.85070753164873e-05	0.0014769914694453	-0.000360332312888547	-0.000415671323289729	0.00141637558603216	-0.000135254733097375	0.00125773144457223	-0.00248150817387677
"Bacteria||Patescibacteria||ABY1||Candidatus Kuenenbacteria||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Patescibacteria"	"ABY1"	"Candidatus Kuenenbacteria"	"Incertae Sedis"	0	0	0	0	0	0	0	0
"Bacteria||Patescibacteria||ABY1||Candidatus Magasanikbacteria||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Patescibacteria"	"ABY1"	"Candidatus Magasanikbacteria"	"Incertae Sedis"	-0.000322206666638859	0.00667275639307713	-0.00203495433878186	-0.00140144441375987	0.00344118682635692	2.24597785456022e-06	0.00719086604780131	-0.00205568991853222
"Bacteria||Patescibacteria||ABY1||Candidatus Uhrbacteria||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Patescibacteria"	"ABY1"	"Candidatus Uhrbacteria"	"Incertae Sedis"	-9.37801911240552e-05	0.00110774505845383	-0.000324404118402521	-0.00052068879252494	0.000896901560182595	-0.000316224539650286	0.00048012171579988	-0.00163464159294492
"Bacteria||Patescibacteria||ABY1||NA||NA"	"sasia_adults"	"Bacteria"	"Patescibacteria"	"ABY1"	NA	NA	-9.14229404993655e-05	0.00305370573529318	0.000681485086473738	0.00100186647004223	0.00088903432176765	-0.000520776599188333	-0.000417007679309888	-0.00173737610488219
"Bacteria||Patescibacteria||Berkelbacteria||Incertae Sedis||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Patescibacteria"	"Berkelbacteria"	"Incertae Sedis"	"Incertae Sedis"	-1.75138698430945e-05	0.000181504764765995	8.22963016644758e-06	-5.56344328974585e-05	0.000275767966652841	0.000135925191630264	-0.000122463693996937	-0.000585402137340784
"Bacteria||Patescibacteria||CPR2||Incertae Sedis||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Patescibacteria"	"CPR2"	"Incertae Sedis"	"Incertae Sedis"	0	0	0	0	0	0	0	0
"Bacteria||Patescibacteria||Dojkabacteria||Incertae Sedis||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Patescibacteria"	"Dojkabacteria"	"Incertae Sedis"	"Incertae Sedis"	-0.000420282231470788	0.00165285631135575	0.000202948668520586	-0.00010541223122196	-0.00079055242950074	-5.40018845012801e-05	-0.000879462753347429	7.72800015984151e-05
"Bacteria||Patescibacteria||Gracilibacteria||Absconditabacteriales (SR1)||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Absconditabacteriales (SR1)"	"Incertae Sedis"	-0.00208677296768165	0.0480972237023704	0.0115285740784568	0.0144901866529911	0.0133942004014607	0.00747168689846268	0.0251660878972371	-0.00284531807888394
"Bacteria||Patescibacteria||Gracilibacteria||Candidatus Peregrinibacteria||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Candidatus Peregrinibacteria"	"Incertae Sedis"	-2.71670198187922e-05	0.00129539642811539	-0.000164908029991823	-0.000502623464926323	0.000982428778574017	0.000519571915931533	0.00215226239750956	-0.000145129396651553
"Bacteria||Patescibacteria||Gracilibacteria||Candidatus Peribacteria||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Candidatus Peribacteria"	"Incertae Sedis"	-0.000543234001415435	0.00317239890410257	0.000714687015263877	-0.00195836845436994	0.00218464933811649	0.00171335813507798	-0.000542738648261223	-0.0042998567551702
"Bacteria||Patescibacteria||Gracilibacteria||Incertae Sedis||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Incertae Sedis"	"Incertae Sedis"	-0.000799857981486741	0.0184961893894614	-0.0111946624886579	-0.00185719240767629	0.00334860055841944	-0.00962661869325427	0.0187780956002468	0.00994935833822658
"Bacteria||Patescibacteria||Gracilibacteria||JGI 0000069-P22||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	"JGI 0000069-P22"	"Incertae Sedis"	-0.000362542102317336	0.0103123725515222	-0.00489313523469593	-0.000617331022041771	0.00179688629702983	-0.00421853719570934	0.00784492837725287	0.00287145881045565
"Bacteria||Patescibacteria||Gracilibacteria||NA||NA"	"sasia_adults"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	NA	NA	-7.02269707532536e-05	0.000815818101669319	-0.000268303999747179	-0.000352372373068787	0.000992809390134025	0.00012256697219591	0.000410095819003808	-0.00195915858989733
"Bacteria||Patescibacteria||Incertae Sedis||Incertae Sedis||Incertae Sedis"	"sasia_adults"	"Bacteria"	"Patescibacteria"	"Incertae Sedis"	"Incertae Sedis"	"Incertae Sedis"	-1.3007300160298e-05	0.000743944277953072	-0.000117226489870312	-7.24984583907593e-05	0.000363328611135913	-7.76082333792661e-05	0.000672414516633755	6.3079935179187e-05
